HIP,RAICRS,DEICRS,Plx,e_Plx,Vmag,B-V,SpType,pmRA,pmDE
83205,255.07058983,-56.60685709,5.64,0.98,7.77,0.324,F0V,3.81,14.43
83206,255.07242811,-64.58288769,3.29,0.92,8.08,1.473,K3III,1.82,8.09
83207,255.07252582,30.92633926,20.04,0.65,3.92,-0.018,A0V,-47.68,26.89
83208,255.07650959,26.24421671,2.22,0.94,8.06,1.558,M...,6.89,0.22
83209,255.07853110,-19.16842568,2.16,1.19,8.44,1.965,M1III,-3.10,3.04
83210,255.08613520,46.87176624,6.36,0.76,8.62,0.307,A2,-10.42,22.13
83211,255.08948659,-22.13198542,-0.15,2.07,9.75,1.694,K5,3.60,-11.24
83212,255.09302787,16.86364867,3.58,1.49,8.86,1.036,K0,-9.50,-20.39
83213,255.09751053,17.91649394,1.77,1.07,7.85,1.598,K5,3.11,-3.05
83214,255.10615741,-37.93718598,10.98,1.26,7.72,0.690,G3/G5V,-68.97,-17.83
83217,255.11210519,-87.20273044,20.11,1.03,9.41,0.798,G8/K0V,-179.88,-156.04
83216,255.11239709,-48.64756342,8.39,1.02,5.98,0.883,G5IV,-16.98,-80.41
83215,255.11247598,-0.77995249,4.84,1.22,8.85,0.678,F2,-6.59,1.91
83218,255.11501281,75.22525905,11.19,0.66,6.98,0.414,F2,40.05,-43.40
83219,255.11633257,73.19424658,1.61,0.54,7.38,1.300,K2,-0.36,1.37
83220,255.11783496,-52.27393232,4.39,1.31,8.87,1.227,K0III,-17.75,-32.30
83221,255.11905016,15.15906499,26.79,0.99,8.02,0.700,G5V,51.77,129.56
83222,255.12068392,45.77863885,22.97,0.65,7.48,0.520,F8,-148.79,69.09
83223,255.12240034,6.58381251,13.69,0.87,6.57,0.233,A7V,34.35,-43.77
83224,255.12385193,-21.46146398,10.13,1.01,7.35,1.096,K0III,-18.13,-81.88
83225,255.12559637,77.61476271,10.44,0.60,8.06,0.514,F8,-59.95,9.98
83226,255.12635125,-51.25449655,14.25,1.98,10.05,0.766,G5,-133.35,-162.36
83227,255.12959486,-33.10278120,6.88,1.34,8.63,0.527,F6V,11.31,19.76
83229,255.13259856,-57.29637813,31.77,0.85,6.99,0.581,G0V,-165.20,-298.01
83228,255.13302082,38.90844971,4.09,0.67,7.35,1.020,K0,13.23,-42.63
83230,255.13484427,-45.45175080,1.72,0.89,6.58,1.810,K4III,-0.07,-1.99
83231,255.13969782,-48.17376560,5.39,3.25,8.81,1.070,G5/G6IV,1.94,-18.01
83232,255.14575196,-27.63450981,3.23,5.65,10.88,,,1.06,-15.28
83233,255.14719915,-11.07604950,6.47,1.25,8.93,0.377,A0,0.40,-5.10
83234,255.14787327,-52.64427244,4.66,1.36,8.78,1.231,K1III,-12.93,-31.70
83235,255.15413916,-35.93397620,11.18,0.84,5.95,1.161,K2IIICN...,-8.01,-64.36
83236,255.16094832,61.02399372,1.87,0.64,7.92,1.381,K2,2.73,-29.97
83237,255.16260308,55.54148396,9.24,0.81,9.09,0.544,F5,40.04,-3.59
83238,255.16761808,24.41123929,3.69,0.97,8.14,-0.079,A0,-16.90,4.50
83239,255.16842090,-27.79232732,21.37,1.16,8.18,0.567,G1/G2V,105.37,20.23
83240,255.18254903,-49.57982161,5.76,2.17,10.19,0.759,F2,2.45,-6.35
83241,255.19123236,-30.51617442,12.75,1.28,8.78,0.613,G3V,-2.86,-174.50
83242,255.19276265,-15.67973708,8.26,1.39,9.28,0.480,F3V,-13.75,-26.47
83243,255.19325121,-64.55037588,13.72,0.89,8.02,0.457,F3V,-63.25,17.68
83244,255.19457854,-66.66384746,1.34,3.30,11.44,0.627,F5.5,-9.11,-5.89
83246,255.22546113,-28.39917580,11.34,2.30,8.22,0.590,G1V,-1.65,-59.76
83245,255.22610166,39.54397228,2.84,0.77,8.00,0.931,G5,3.98,16.23
83247,255.22803798,-76.21833458,17.67,0.67,6.93,0.532,G0IV/V,-33.52,-159.03
83248,255.22892027,35.47158243,9.80,0.80,8.66,0.462,F8,10.66,-15.27
83249,255.23038079,-56.24631462,6.94,1.20,8.55,0.410,F2V,-56.49,-49.18
83250,255.23212282,-56.47995300,0.22,1.21,8.20,1.661,M3/M4Ib,-7.99,-22.26
83251,255.23311916,-31.77748599,13.95,1.45,8.92,0.566,F6/F7V,20.74,-68.27
83252,255.23500591,-33.02130590,2.38,1.47,8.82,1.463,K1IV/V,-10.02,-10.96
83253,255.23813938,8.95361283,5.69,1.45,9.48,1.071,K0,16.40,-0.28
83254,255.24225416,22.63215190,1.07,0.74,5.69,1.332,K3III,-8.70,-23.29
83255,255.24350817,-86.36429709,5.45,0.52,6.05,0.043,A2V,8.21,0.00
83257,255.25223361,46.27411169,2.75,0.75,8.02,1.470,K5,-7.42,-1.91
83256,255.25242043,-66.51126104,2.30,0.92,7.78,1.375,K2III,-12.61,8.23
83258,255.25596397,-29.67170155,5.42,0.93,7.39,1.466,M4III,-13.77,-43.14
83259,255.25730996,48.96207890,5.82,0.72,8.88,0.536,F8,14.34,24.39
83260,255.26114405,16.59350976,8.95,1.02,7.27,0.110,A0,29.94,-8.13
83261,255.26374863,-28.55307466,4.00,0.98,7.53,1.126,K2III,-9.32,-25.11
83262,255.26510631,-4.22245426,8.11,1.07,4.82,1.483,K4III,-40.28,-77.92
83263,255.26527577,-45.02625543,4.03,1.40,8.50,1.025,G8III,-9.20,-41.10
83264,255.27380901,2.55247471,8.58,1.09,7.95,0.430,F2,-31.96,-25.66
83265,255.27505438,57.11375102,10.02,0.68,8.35,0.760,G5,0.39,133.97
83266,255.27524765,-42.07174463,1.09,0.90,7.28,0.108,B8III,-2.41,-9.08
83267,255.27534993,63.41708877,21.53,1.15,10.57,1.552,K5,-282.45,253.59
83268,255.27853112,-58.85006465,-0.24,1.87,7.60,-0.017,B3V,1.04,-0.13
83269,255.27927895,-56.55501465,2.76,1.22,6.40,0.100,Ap...,-2.50,-25.55
83270,255.28001700,21.49732211,8.99,0.90,7.24,0.329,F0,19.03,-52.70
83271,255.28053362,11.34088521,11.56,1.00,7.73,0.384,F0,-12.56,20.73
83272,255.28190114,-53.98043328,1.66,1.11,8.32,1.442,K2/K3III:,-1.69,-3.53
83273,255.28259122,-76.38922409,2.66,1.01,8.72,0.971,K0III,-5.09,-14.80
83274,255.29012836,27.19667246,23.34,0.70,6.57,0.427,F5V,-4.67,-59.61
83275,255.29278806,64.69406928,4.37,0.76,8.76,0.752,G5,-7.23,10.54
83276,255.29486110,-13.56634330,38.21,2.12,7.12,0.608,G2V,-14.86,-323.37
83277,255.29674472,6.45746043,1.97,1.82,8.90,0.458,F2,8.98,-2.69
83278,255.29749404,-17.34525325,2.68,0.96,7.97,0.268,B9III/IV,-1.82,-4.55
83279,255.30048444,36.13665061,3.46,0.78,8.01,1.081,K2,-13.28,11.57
83280,255.30249604,-29.68434487,-0.49,1.09,8.02,1.093,G0II,0.58,-4.02
83281,255.30419803,-38.20330198,1.00,1.15,7.46,0.134,B9II/III,-0.32,0.76
83282,255.30620512,-7.02811922,4.17,0.97,7.31,1.678,K2,-20.56,3.17
83283,255.30646789,-12.21715548,2.66,2.49,9.95,0.838,G0,-1.36,-0.25
83284,255.30683323,-36.70958605,0.58,3.87,9.29,1.021,G3/G5,-36.65,-46.66
83285,255.30918959,52.60448109,8.07,0.52,6.89,0.091,A0,-21.40,11.02
83286,255.31201849,-20.43664939,3.40,0.99,7.36,0.101,B7/B8V,-5.94,-8.06
83287,255.31285439,53.69240746,2.29,0.67,8.49,1.025,K0,-33.90,-12.65
83288,255.32035979,-43.64342370,15.38,1.80,9.07,0.758,K1V:+...,-61.48,-91.31
83289,255.32074149,60.64865840,9.24,0.51,6.16,1.006,K1III,-45.35,39.36
83291,255.32487395,73.31247163,1.01,0.56,7.66,1.561,K2,-4.50,11.36
83290,255.32503151,7.42861271,7.92,0.87,6.78,1.239,K0,-4.71,-22.27
83292,255.33620397,1.70698484,0.15,1.46,9.87,1.776,M0,-11.79,-4.94
83293,255.34307089,-0.78560766,4.50,1.79,8.77,1.255,K0,-6.55,7.94
83294,255.34372703,-59.76031240,10.99,1.13,8.46,0.463,F3V,86.88,-39.93
83295,255.35118575,37.11773647,3.63,1.26,10.32,0.600,F8,-14.00,2.92
83296,255.35120462,-26.64376205,7.27,1.72,8.11,0.577,G0V,-45.55,-19.81
83297,255.35309796,-22.82489728,1.65,1.49,8.89,1.250,K0III,-4.51,-22.20
83298,255.36034165,-9.74643767,4.26,1.41,9.13,0.669,A3,-8.68,-1.60
83299,255.36266630,11.16042574,3.53,0.94,7.65,0.077,A0,6.86,1.57
83300,255.36418849,27.04456202,-0.99,1.81,10.52,0.552,F8,-2.30,-13.72
83301,255.36427228,-25.28751225,9.32,1.22,8.33,0.511,F3V,-7.88,-13.52
83302,255.36504325,-26.81970906,5.56,1.79,8.94,0.476,F3/F5V,-20.96,2.30
83303,255.36585832,-65.34734413,7.52,0.95,8.16,0.433,F3V,0.46,-35.73
83304,255.37187065,22.47747155,0.02,1.60,9.77,1.500,M1e-M6e,6.42,-21.83
83305,255.37985305,58.55640030,15.82,0.54,7.28,0.523,F5,-63.92,-35.13
83306,255.37999734,-70.11366676,1.50,2.33,11.80,1.220,Gp,-12.83,-11.04
83307,255.38227702,-63.26492516,4.02,1.12,8.87,1.255,K1/K2III,0.47,-34.64
83308,255.38769941,14.94971947,5.92,0.73,6.27,0.031,B9p CrEu,5.82,-1.13
83309,255.39016623,42.72710905,5.71,0.66,7.23,0.876,G5,7.49,16.34
83310,255.39025015,12.57658374,3.44,1.11,8.86,0.980,K0,-13.27,-15.17
83311,255.39533914,-6.73640699,3.91,1.06,7.41,0.084,B9,-0.69,-6.89
83312,255.39834692,-57.58776477,13.29,1.88,10.27,0.855,,26.11,-253.24
83313,255.40149728,33.56826922,11.05,0.62,5.27,0.028,A3IV,2.46,0.25
83314,255.40315797,35.54328784,2.95,0.77,7.93,1.563,K5,-4.88,0.40
83315,255.40479008,25.63254712,0.53,1.12,8.62,1.442,K7,-0.61,14.01
83316,255.40851829,15.07623020,4.86,1.22,8.69,1.115,K0III,15.58,-4.98
83317,255.41700268,75.29766654,22.26,0.49,6.17,0.306,F0IVn,14.16,-69.58
83318,255.42526089,21.39097171,3.07,1.50,9.30,1.169,K0,-10.80,15.80
83319,255.43255855,54.59593875,4.26,0.60,7.97,1.129,K0,-2.58,2.33
83320,255.43398383,16.15152539,2.14,2.87,11.46,0.460,sdF:,-287.42,-244.50
83321,255.44317436,-51.13091716,10.08,0.90,6.43,0.279,A7V,-10.88,-44.83
83322,255.44519767,6.60993530,0.67,1.19,8.73,1.481,M4,-0.20,-7.27
83323,255.44746025,-58.95822634,1.43,0.80,6.26,-0.124,B2IVne,-2.65,-7.58
83324,255.44796955,-75.99078765,3.10,1.09,8.75,1.098,K0III,-20.62,-32.53
83325,255.45432447,-30.77897829,3.08,1.04,7.68,0.195,A2V,1.61,-12.09
83326,255.45655213,32.29685567,7.52,1.07,9.08,0.549,F8,5.29,-71.15
83327,255.45841492,-69.40995596,2.32,0.88,7.89,1.159,K1III,6.13,-4.75
83328,255.45870128,-74.94125896,3.84,0.98,9.05,0.037,A0V,-4.43,-15.81
83329,255.45972895,28.68256546,3.16,1.43,9.97,1.125,K0,3.08,-3.75
83330,255.46220125,-44.51888398,5.35,1.72,8.71,0.478,F5V,-32.85,-36.74
83332,255.46307746,82.30730931,8.75,0.93,9.43,0.387,F5,7.19,9.15
83331,255.46363788,-18.88549646,7.24,0.76,6.28,1.351,K1III,-30.48,-17.16
83333,255.46387929,39.71718533,3.89,0.82,8.06,0.867,G5,-1.45,7.87
83334,255.46666076,-33.90276383,8.26,1.17,8.20,0.335,F0V,-21.11,-46.25
83335,255.46772946,-13.37224407,8.77,1.45,9.38,0.510,A9V,19.17,-17.13
83336,255.46937192,-32.14340148,6.64,0.94,5.03,-0.100,B8V,-9.64,-48.35
83337,255.47296094,32.51654122,11.12,0.91,8.50,0.463,F8,15.04,43.48
83338,255.47531435,-59.04756975,1.01,0.92,7.61,-0.047,B2:Vnne,-2.90,-7.74
83339,255.47602329,-62.14044406,10.91,0.95,7.61,0.293,A8/A9III,-25.98,-67.83
83340,255.48059417,-37.30145699,1.95,1.06,7.73,0.072,B0III/IV,-2.06,-7.37
83341,255.48066594,7.65861810,15.77,1.02,7.99,0.504,F8,-21.07,-25.39
83342,255.49566563,8.45066223,8.60,1.18,6.33,0.091,A4V,26.80,2.64
83343,255.49961691,22.93575608,34.38,1.33,8.77,1.007,K2,-129.10,84.02
83344,255.50431243,-81.43466924,6.36,0.94,8.88,1.047,K2III,-31.88,-33.36
83345,255.50581473,19.05812816,3.96,1.20,8.44,0.124,A0,-5.30,-1.99
83346,255.50752904,36.97532796,2.85,0.93,8.67,1.239,K2,-0.89,2.70
83347,255.50908799,25.03783106,1.93,0.95,7.78,1.265,K3III,-22.27,31.83
83348,255.50914308,-20.59538018,4.19,0.91,7.61,1.035,K0III,-8.30,-8.37
83350,255.51165691,-50.18080773,1.17,3.03,8.77,1.267,G5/G6III,-13.50,-16.02
83349,255.51257662,-72.07979348,1.96,1.18,8.86,1.545,K3III,3.93,-2.75
83351,255.51693194,-2.30308262,7.11,1.44,9.44,0.660,F5,-43.64,-31.27
83352,255.52826665,-54.15172899,8.69,0.97,7.89,0.934,G8IV,26.57,13.62
83353,255.53290081,7.21358972,6.73,1.83,8.25,0.342,A3...,5.14,-11.42
83354,255.53445732,51.94245574,6.15,0.60,7.85,0.225,A2,-8.94,-55.84
83355,255.53460444,-30.65186066,3.34,1.31,8.40,1.113,G8IV,-5.24,1.07
83356,255.53632686,-23.28803240,4.74,1.15,8.33,1.027,G8/K0III,-6.54,-36.52
83357,255.54225269,66.52805636,1.33,0.83,8.70,1.111,G5,-18.07,-0.74
83358,255.55645528,-42.62812481,-0.25,1.52,8.49,1.379,K1IIIp...,2.37,-4.62
83359,255.56573264,64.60065516,9.05,0.50,6.11,0.960,G5V,-20.32,34.34
83360,255.56654662,49.59399388,4.61,0.58,7.17,1.107,K0,5.85,-13.21
83361,255.56782432,50.30827527,5.32,0.65,7.64,1.071,K0,-21.79,9.41
83362,255.56807694,-51.69771821,4.03,1.32,8.49,1.149,K1III,-5.99,-2.32
83363,255.56822858,-61.56811462,39.32,1.33,8.74,1.035,K3V,-46.08,-188.20
83365,255.57121184,31.88406501,9.74,0.66,6.41,1.134,K0,27.83,22.62
83364,255.57130374,18.61135177,2.39,1.35,9.01,1.131,K0,-15.20,-20.41
83366,255.57686403,-84.30368812,0.68,0.76,7.97,1.573,M3III,-4.65,-5.61
83367,255.57775223,25.50537839,8.84,0.65,5.76,1.018,G7III:,55.19,99.25
83368,255.58402281,-44.91466500,1.43,1.27,8.23,1.329,K1III,1.94,-8.46
83369,255.58473202,-48.92079338,-0.88,2.21,8.91,1.600,,2.10,-5.50
83370,255.58827224,40.07310538,5.37,0.76,7.99,0.439,A5,19.39,-39.64
83371,255.59051662,-48.91856683,-0.88,2.21,8.59,0.251,B7V,2.10,-5.50
83372,255.59424975,-10.95217417,5.30,1.56,7.46,1.504,K0,-23.19,14.13
83373,255.59540739,-11.89351608,28.24,1.59,8.98,0.890,K2V,-127.48,28.21
83374,255.59837565,-33.51613941,5.06,1.21,8.45,1.392,K2III/IV,-5.15,-19.70
83375,255.60638554,24.08724652,1.79,2.05,10.83,1.125,K2,-2.24,-1.63
83376,255.60882403,-11.90097165,9.30,2.22,10.28,0.658,F8,31.36,-28.39
83377,255.61251519,-72.60905296,4.25,0.72,7.03,1.158,K1II,-15.17,-28.91
83378,255.61517134,-28.97703923,6.76,1.20,8.79,0.385,F0V,0.72,6.68
83379,255.61665950,-41.31876703,4.17,1.26,9.01,0.463,F3V,-23.95,-24.69
83380,255.61783034,-56.67945798,11.74,0.89,7.46,0.583,G0/G1V,-71.91,-106.94
83381,255.62386334,-46.58494081,7.85,1.17,8.61,0.591,G2/G3IV:,-21.05,1.16
83382,255.62474324,41.19522711,9.64,0.76,8.05,0.427,F2,-46.63,-24.56
83383,255.62886884,29.29702925,8.21,0.77,7.73,0.246,A2,-4.65,9.41
83384,255.63140382,19.38619576,7.92,0.86,7.24,0.140,A2,-13.07,-25.02
83385,255.63484511,35.77995524,3.95,0.80,8.17,1.050,K0,18.83,-70.27
83386,255.63648914,44.75721323,4.96,1.01,9.87,0.541,G0,35.85,-34.51
83387,255.63783883,-55.07108499,1.57,2.62,9.02,2.100,C+,-3.30,-10.48
83388,255.63817616,9.82028080,10.15,0.80,7.02,0.234,A2,36.12,-36.86
83389,255.65124140,47.07980407,55.37,0.55,6.76,0.728,G8V,123.54,854.67
83390,255.65302306,-55.06497502,10.99,3.38,10.95,,,22.46,53.59
83391,255.65397957,4.24301626,1.14,2.63,10.84,0.800,K2,2.09,8.68
83392,255.65801161,10.54029334,4.14,1.05,8.17,1.184,K2,-18.10,15.35
83393,255.65859050,-5.68419685,-0.25,1.57,9.61,1.472,K0,-1.65,-31.69
83394,255.66030941,20.72562427,-0.14,0.90,7.11,1.678,M0,1.91,0.18
83395,255.66488862,50.94280306,6.44,0.64,7.51,1.155,K0,-22.34,5.66
83396,255.67287058,-22.63838183,8.30,2.34,10.39,0.858,F5,-16.88,-22.59
83397,255.67314484,26.59666503,5.95,1.18,8.94,0.905,K0,-16.30,18.31
83398,255.67530875,44.63676806,15.03,0.80,8.51,0.666,G5,-111.05,53.40
83399,255.67810804,12.94240028,10.32,1.05,8.30,0.614,G5,-31.60,-49.41
83400,255.67960766,-12.55185770,10.28,1.29,9.10,0.513,F3/F5V,2.26,6.18
83401,255.68086998,64.02677832,4.35,0.73,8.70,0.280,A3,-1.09,6.58
83402,255.68436607,-54.56113757,10.75,0.90,7.09,0.165,A3IV,-25.05,-56.43
83403,255.69159136,-42.25022837,0.87,2.99,9.59,0.558,F5...,-7.93,-1.21
83404,255.69281688,-32.67072039,3.70,2.10,9.83,0.414,Ne,-6.11,2.51
83405,255.70691778,-6.06819877,44.29,8.22,10.86,1.237,M2,-125.79,-78.66
83406,255.71882452,-50.16037094,0.22,1.72,6.89,0.262,A0V,-12.06,-15.20
83407,255.71903664,71.06148080,3.92,0.63,7.70,1.039,K5,-1.89,-7.04
83408,255.72191994,31.69018800,4.29,0.80,7.93,0.208,A2,-5.00,3.78
83409,255.72372270,-33.81025744,-1.11,4.86,9.68,0.655,F3/F5V:,0.13,-6.36
83410,255.72425563,-38.46026115,5.32,0.98,7.41,0.140,A0III,6.55,14.08
83411,255.72613054,14.66305110,2.51,0.98,7.72,1.570,K5III,-2.54,-12.17
83412,255.73014474,25.63913197,9.00,1.11,8.66,0.660,G0V,-37.14,-119.71
83413,255.73650920,-46.75199612,3.27,2.18,8.21,0.460,A0IV,-16.54,-34.82
83414,255.74026730,-6.35236858,8.74,0.95,7.52,0.308,A3,-29.57,11.28
83415,255.74934609,-43.11977327,23.56,1.72,9.45,0.849,K1V,44.74,-82.79
83416,255.75262305,4.74769185,1.27,1.24,8.81,1.525,M...,-18.09,-9.25
83417,255.75365476,-43.84693641,3.20,1.94,9.11,1.424,K7,1.59,-22.66
83418,255.75894087,-37.40640700,4.88,1.47,8.89,1.093,G8/K0III,13.46,-8.60
83419,255.76099855,0.25352554,2.33,1.24,8.51,1.732,K2,0.42,-9.68
83420,255.76139272,29.47935135,4.09,0.80,7.72,1.245,K2,-1.45,0.70
83421,255.76201651,-53.93164416,7.64,2.81,11.31,,,-3.40,-8.60
83422,255.76869921,-27.09776634,3.16,1.40,7.39,1.324,K2III,10.65,0.44
83423,255.77095441,21.56218259,4.40,0.93,7.47,0.954,K0,0.54,-3.19
83424,255.77149305,34.54026512,5.39,0.70,7.78,0.285,F0,6.57,-13.63
83425,255.77321176,17.73124721,19.21,1.94,10.47,1.071,K3,-46.20,-335.58
83426,255.77652932,-67.77381734,3.66,0.97,8.80,-0.015,B9.5Vn,-5.44,-12.89
83427,255.77693486,-45.40852587,3.39,1.18,8.73,-0.040,B8V,0.30,-9.79
83428,255.77934469,-27.30466195,5.06,1.56,9.27,0.767,G6V,23.51,-49.11
83429,255.77998199,-58.54719687,5.13,2.46,7.57,0.626,A4:V+...,13.47,-15.00
83430,255.78273333,14.09210030,7.97,0.69,4.97,1.600,M3III,25.96,-63.21
83431,255.78628886,-53.23662642,37.97,0.84,5.27,0.498,F6V,1.16,-165.10
83432,255.78849386,9.40104580,0.53,1.51,9.40,1.114,K0,3.01,7.66
83433,255.78933080,24.84897768,4.86,1.02,8.39,0.962,K1III,-10.26,28.21
83434,255.79091942,-38.51206842,10.26,1.86,8.65,0.536,F6V,2.89,-35.30
83435,255.79393627,14.51177301,27.58,0.79,6.52,0.770,G5IV:,-166.44,-178.43
83436,255.79674890,67.18052502,2.02,0.73,8.76,1.053,G5,-17.44,14.76
83438,255.80499256,-48.33685494,3.38,0.98,6.75,1.239,G8III,5.52,25.07
83439,255.80586397,-82.76387023,5.26,0.85,8.68,0.173,A2V,-19.24,-22.83
83440,255.80645957,-9.01762340,2.62,1.53,9.35,1.313,G5,3.99,-13.90
83441,255.80702060,40.95371351,7.31,0.75,7.99,0.538,F8,7.40,21.18
83442,255.81523680,70.83422046,2.44,0.74,8.49,0.990,K,-11.48,9.98
83443,255.81540223,-16.55493113,13.46,1.56,9.25,0.533,F7V,14.18,-20.47
83444,255.81625849,42.00142111,1.90,0.95,9.80,0.368,A2,-1.82,-18.56
83445,255.81738609,42.49125262,3.97,0.80,8.68,0.277,Am...,-11.88,-26.95
83446,255.81826769,-68.84390955,5.28,0.80,7.98,0.031,A0V,-17.35,-12.61
83447,255.81994845,41.89749368,5.32,1.03,7.87,0.780,K0,-5.62,-22.96
83448,255.82473389,-31.61460855,-0.88,0.91,6.97,-0.073,B2II,-2.66,-2.64
83449,255.82726687,27.87248057,6.91,1.06,8.65,0.378,F2,39.04,-20.05
83450,255.82729338,-24.99557933,2.98,1.10,8.23,1.747,M0/M1III,-5.57,14.41
83451,255.82945718,59.58477314,39.71,1.57,8.61,1.019,K4V...,-356.87,241.17
83452,255.83028705,-19.49238432,5.09,1.11,8.00,1.224,K1III,-38.22,-53.72
83453,255.83134109,-50.40269386,1.92,0.96,7.65,0.551,F0II,-3.90,-4.11
83455,255.83383101,-62.57372802,4.40,1.18,8.03,1.593,M1III,-1.40,-5.42
83454,255.83413265,59.58718409,40.18,4.76,10.34,1.369,K0,-365.30,253.01
83456,255.83993433,-23.15160679,6.11,1.08,7.50,1.661,K2/K3III,-2.27,-17.88
83457,255.84250249,-40.08783053,5.32,1.16,7.36,0.328,A9V,-10.51,-28.55
83458,255.85636391,9.02466956,13.50,1.08,8.18,0.602,G0,-23.03,-41.66
83459,255.85898879,34.38347058,4.65,0.60,6.68,1.234,K2,10.03,5.51
83460,255.86992834,-46.45415565,10.77,3.04,8.87,0.586,G0V,-9.43,-35.14
83461,255.87525329,-24.24131506,3.00,1.06,7.26,1.367,K1III,-5.96,-20.04
83462,255.87580951,35.41415358,4.70,0.61,6.19,1.467,M4III,29.00,-43.17
83463,255.87600892,-14.61464833,2.68,1.83,9.62,0.725,B9Ib/II,-2.68,-7.85
83464,255.88668974,-78.07949981,2.20,0.71,7.68,0.012,B9/B9.5IV/V,-5.84,-19.67
83465,255.88850397,-32.61400634,5.39,2.42,8.87,0.682,G0V,-11.66,-26.24
83466,255.88985718,-79.46994023,2.89,1.01,9.28,0.348,A2m...,-7.94,-34.21
83467,255.89183770,57.49971322,4.02,0.61,8.19,0.019,B9,-8.20,28.24
83468,255.89280455,-50.04592312,-1.60,1.92,10.27,0.390,B,1.87,-2.28
83469,255.89351334,17.35824127,1.31,1.45,9.17,0.921,K0,11.58,8.18
83471,255.89852740,-40.66093363,10.77,2.13,10.19,0.734,,-40.95,-112.16
83472,255.89937681,-34.57396872,2.83,1.47,8.97,1.635,K2/K3III:,-1.42,-4.35
83473,255.90022113,-70.30013152,9.29,1.06,8.40,0.475,F6V,-56.07,-82.11
83474,255.90108490,-19.46214487,4.40,1.91,9.48,0.082,Asp...,3.52,-9.02
83475,255.90376543,46.02398353,3.41,0.71,8.00,1.143,K0,10.90,-48.22
83476,255.90424313,56.03492754,3.13,0.95,9.61,1.212,K5,4.29,-28.67
83477,255.91058411,69.79802299,11.33,1.31,7.90,0.481,F5,-28.60,67.46
83478,255.91381185,13.60542885,12.38,0.69,5.91,0.010,A1V,-21.43,-33.96
83479,255.91621016,-15.86604967,3.87,1.21,8.30,0.271,A2IV/V,6.49,-3.93
83480,255.92274281,-0.14591149,10.54,0.85,6.70,0.190,A2,-25.17,-16.62
83481,255.92368071,-47.16058422,5.26,0.87,6.07,0.072,A2/A3V,-0.30,5.28
83482,255.92604957,-21.41314109,4.75,1.25,8.86,1.138,K0III,-1.77,-5.18
83483,255.92828514,-61.95034074,3.24,1.15,8.43,1.547,K3III,-2.61,-11.19
83484,255.93852808,51.24681575,0.85,0.77,8.88,1.036,K2,-5.94,15.27
83485,255.94034290,18.29908173,2.71,1.07,8.11,1.495,K2,-13.50,7.15
83486,255.94496996,-20.38893961,4.09,1.73,8.63,1.091,G8III,8.99,-6.59
83487,255.94927694,-85.28699684,4.52,0.92,9.24,0.192,A2/A3IV,-0.27,-18.91
83488,255.95196554,-23.61761533,4.42,1.43,8.85,0.485,F3V,-12.06,-8.80
83489,255.95535619,17.18959570,11.97,1.42,9.12,0.643,G2V,-216.25,-166.58
83490,255.96138827,19.80044173,8.60,1.19,8.73,0.587,G5,1.12,22.75
83491,255.96197569,-38.15248750,15.61,0.80,5.91,0.409,F3V,90.49,-34.72
83492,255.96676865,-14.28334908,8.78,1.67,9.09,0.685,G2/G3V,11.33,-23.86
83493,255.96947300,19.69049258,2.92,0.97,6.35,1.518,A...,-22.94,8.55
83494,255.97341989,34.79023710,18.50,0.56,6.08,0.200,A5V,-60.78,-6.13
83495,255.97697200,16.02269429,3.59,1.05,7.87,1.110,K1III,-24.72,-16.44
83496,255.97821404,-35.27376453,1.97,1.08,8.08,1.322,G8III,-4.39,-1.86
83497,255.97985699,45.44921513,2.10,0.73,7.78,1.426,K0,11.76,3.31
83498,255.98103856,-44.14941455,2.79,1.64,7.88,0.084,B8III,-3.31,-9.39
83501,255.98230989,53.23121211,3.18,0.79,7.82,0.969,K0,0.50,33.90
83499,255.98654601,-37.84415453,-0.21,0.86,6.48,0.263,O5f,1.90,4.71
83500,255.98690618,62.20703306,17.48,0.79,8.85,0.584,F8,-9.70,111.03
83502,255.98945590,-57.56305873,2.53,1.24,8.95,1.023,K0III,2.73,-5.62
83503,255.99017476,47.10697884,6.56,0.98,9.94,0.721,F8,-12.77,98.17
83504,255.99178693,13.56773647,9.66,0.76,6.06,1.050,K1III,22.66,-130.21
83505,255.99619959,-28.25628801,2.92,0.97,7.73,0.057,B9.5III,-8.29,-12.36
83506,255.99813354,-51.08259448,-2.35,12.16,8.83,0.070,B3V,16.34,-5.66
83507,255.99830322,20.88030288,11.41,1.35,9.04,0.653,G5,-21.39,-25.08
83508,256.00340639,-25.69794542,5.32,0.99,6.66,-0.083,B9IV/V,-5.95,-22.89
83510,256.00487281,-2.58384437,3.50,1.11,8.00,1.790,K5,0.00,-16.01
83509,256.00512753,-51.08364071,-4.36,4.67,8.19,0.060,B2V,12.55,-5.67
83512,256.00832660,33.11717480,3.45,0.99,8.91,1.176,K0,-4.83,-5.09
83511,256.00850359,-27.21512809,3.91,1.31,7.74,0.538,F6IV,12.99,-36.66
83513,256.01112385,-51.09045765,29.70,15.98,11.15,,,-8.18,-7.83
83514,256.01282882,-16.19245034,10.24,1.45,8.52,0.826,G8V,-243.47,24.39
83515,256.02097738,4.78435927,19.51,6.03,10.93,0.699,,-151.49,22.67
83516,256.02146433,-39.07165521,1.01,1.15,8.15,1.809,M1III,-6.12,-12.14
